"Date","Price","Open","High","Low","Change %"
"Oct 10, 2019","3,457.49","3,466.80","3,472.50","3,449.68","-0.19%"
"Oct 09, 2019","3,464.00","3,452.00","3,466.89","3,437.71","0.46%"
"Oct 08, 2019","3,448.00","3,451.00","3,463.26","3,439.85","0.01%"
"Oct 07, 2019","3,447.75","3,434.50","3,452.89","3,433.13","0.48%"
"Oct 04, 2019","3,431.25","3,448.50","3,452.60","3,420.50","-0.37%"
"Oct 03, 2019","3,444.00","3,496.00","3,497.53","3,447.00","-1.40%"
"Oct 02, 2019","3,492.75","3,496.75","3,504.00","3,485.75","-0.01%"
"Oct 01, 2019","3,493.00","3,480.00","3,499.95","3,477.55","0.47%"
"Sep 30, 2019","3,476.75","3,459.80","3,491.00","3,457.88","0.58%"
"Sep 27, 2019","3,456.55","3,447.00","3,475.71","3,444.18","0.37%"
"Sep 26, 2019","3,443.75","3,432.00","3,452.29","3,417.47","0.44%"
"Sep 25, 2019","3,428.75","3,436.00","3,462.50","3,431.31","-0.15%"
"Sep 24, 2019","3,433.75","3,439.75","3,444.50","3,431.35","-0.10%"
"Sep 23, 2019","3,437.25","3,417.90","3,444.58","3,416.41","0.65%"
"Sep 20, 2019","3,414.90","3,384.50","3,422.40","3,383.00","0.99%"
"Sep 19, 2019","3,381.50","3,372.31","3,387.24","3,366.95","0.25%"
"Sep 18, 2019","3,373.00","3,385.10","3,387.95","3,368.96","-0.27%"
"Sep 17, 2019","3,382.10","3,364.48","3,388.20","3,363.73","0.60%"
"Sep 16, 2019","3,362.00","3,363.95","3,374.69","3,346.97","0.02%"
"Sep 13, 2019","3,361.45","3,365.50","3,370.53","3,346.41","-0.05%"
"Sep 12, 2019","3,363.00","3,376.10","3,377.57","3,351.50","-0.33%"
"Sep 11, 2019","3,374.10","3,362.53","3,383.45","3,357.38","0.43%"
"Sep 10, 2019","3,359.53","3,371.95","3,390.71","3,357.83","-0.27%"
"Sep 09, 2019","3,368.70","3,354.75","3,376.06","3,346.51","0.52%"
"Sep 06, 2019","3,351.25","3,378.00","3,380.66","3,353.22","-0.69%"
"Sep 05, 2019","3,374.50","3,395.70","3,396.70","3,368.20","-0.55%"
"Sep 04, 2019","3,393.20","3,443.23","3,444.23","3,386.65","-1.38%"
"Sep 03, 2019","3,440.73","3,442.65","3,453.97","3,421.30","0.09%"
"Sep 02, 2019","3,437.65","3,442.65","3,453.38","3,440.23","-0.06%"
"Aug 30, 2019","3,439.65","3,439.08","3,447.89","3,410.00","0.11%"
"Aug 29, 2019","3,436.00","3,477.05","3,495.54","3,438.50","-1.07%"
"Aug 28, 2019","3,473.00","3,469.98","3,491.95","3,466.52","0.17%"
"Aug 27, 2019","3,467.23","3,434.25","3,480.50","3,425.50","1.06%"
"Aug 26, 2019","3,431.00","3,424.49","3,434.25","3,412.60","0.29%"
"Aug 23, 2019","3,421.24","3,390.48","3,424.73","3,388.15","0.98%"
"Aug 22, 2019","3,387.98","3,387.38","3,390.50","3,364.29","0.11%"
"Aug 21, 2019","3,384.38","3,408.23","3,413.25","3,374.78","-0.61%"
"Aug 20, 2019","3,405.23","3,435.88","3,455.79","3,406.61","-0.82%"
"Aug 19, 2019","3,433.38","3,435.88","3,445.57","3,429.47","0.00%"
"Aug 16, 2019","3,433.38","3,471.80","3,473.05","3,426.89","-1.02%"
"Aug 15, 2019","3,468.80","3,458.68","3,473.14","3,433.41","0.38%"
"Aug 14, 2019","3,455.68","3,412.30","3,462.52","3,412.30","1.35%"
"Aug 13, 2019","3,409.80","3,427.03","3,449.58","3,375.50","-0.43%"
"Aug 12, 2019","3,424.53","3,395.50","3,463.04","3,394.50","0.93%"
"Aug 09, 2019","3,393.00","3,368.83","3,399.85","3,356.07","0.79%"
"Aug 08, 2019","3,366.33","3,447.50","3,448.50","3,367.45","-2.30%"
"Aug 07, 2019","3,445.59","3,428.00","3,451.74","3,426.75","0.60%"
"Aug 06, 2019","3,425.00","3,456.45","3,458.49","3,412.03","-0.81%"
"Aug 05, 2019","3,453.00","3,384.50","3,481.02","3,383.63","2.09%"
"Aug 02, 2019","3,382.25","3,340.95","3,387.07","3,336.30","1.30%"
"Aug 01, 2019","3,338.70","3,280.93","3,343.14","3,279.93","1.84%"
"Jul 31, 2019","3,278.43","3,301.50","3,301.75","3,278.04","-0.54%"
"Jul 30, 2019","3,296.20","3,285.10","3,304.85","3,277.85","0.50%"
"Jul 29, 2019","3,279.82","3,239.30","3,286.10","3,229.00","1.30%"
"Jul 26, 2019","3,237.80","3,217.40","3,243.02","3,210.00","0.68%"
"Jul 25, 2019","3,215.90","3,199.78","3,224.45","3,194.05","0.55%"
"Jul 24, 2019","3,198.28","3,189.58","3,210.57","3,178.81","0.35%"
"Jul 23, 2019","3,187.00","3,178.50","3,192.50","3,177.25","0.35%"
"Jul 22, 2019","3,176.00","3,174.58","3,181.77","3,169.04","0.16%"
"Jul 19, 2019","3,171.08","3,176.75","3,179.31","3,163.68","-0.03%"
"Jul 18, 2019","3,172.00","3,185.25","3,191.90","3,174.85","-0.27%"
"Jul 17, 2019","3,180.51","3,200.95","3,201.69","3,182.90","-0.57%"
"Jul 16, 2019","3,198.70","3,190.90","3,205.50","3,188.61","0.40%"
"Jul 15, 2019","3,185.83","3,192.75","3,196.29","3,179.36","-0.15%"
"Jul 12, 2019","3,190.75","3,199.35","3,200.67","3,186.38","-0.19%"
"Jul 11, 2019","3,196.85","3,206.50","3,208.75","3,190.31","-0.15%"
"Jul 10, 2019","3,201.55","3,218.40","3,218.73","3,204.77","-0.38%"
"Jul 09, 2019","3,213.72","3,218.00","3,230.71","3,214.73","0.00%"
"Jul 08, 2019","3,213.71","3,212.18","3,218.80","3,197.55","0.20%"
"Jul 05, 2019","3,207.18","3,194.25","3,229.08","3,194.25","0.56%"
"Jul 04, 2019","3,189.25","3,195.50","3,199.61","3,187.06","-0.18%"
"Jul 03, 2019","3,194.98","3,210.95","3,216.80","3,189.61","-0.33%"
"Jul 02, 2019","3,205.63","3,206.05","3,222.75","3,194.10","0.13%"
"Jul 01, 2019","3,201.45","3,212.75","3,213.00","3,199.17","-0.30%"
"Jun 28, 2019","3,211.00","3,197.65","3,215.07","3,191.76","0.46%"
"Jun 27, 2019","3,196.15","3,186.08","3,205.35","3,182.87","0.47%"
"Jun 26, 2019","3,181.28","3,190.65","3,195.43","3,169.64","-0.14%"
"Jun 25, 2019","3,185.85","3,191.25","3,199.32","3,177.26","-0.18%"
"Jun 24, 2019","3,191.50","3,203.50","3,205.41","3,189.38","-0.33%"
"Jun 21, 2019","3,202.00","3,193.98","3,205.64","3,181.31","0.44%"
"Jun 20, 2019","3,188.00","3,240.50","3,241.73","3,190.08","-1.56%"
"Jun 19, 2019","3,238.50","3,255.10","3,262.50","3,238.79","-0.45%"
"Jun 18, 2019","3,253.10","3,285.98","3,287.05","3,252.53","-0.85%"
"Jun 17, 2019","3,281.03","3,273.25","3,291.75","3,265.00","0.39%"
"Jun 14, 2019","3,268.25","3,268.50","3,279.23","3,263.78","0.04%"
"Jun 13, 2019","3,266.81","3,268.13","3,272.79","3,260.66","0.04%"
"Jun 12, 2019","3,265.63","3,260.05","3,276.32","3,254.80","0.33%"
"Jun 11, 2019","3,254.89","3,259.78","3,260.85","3,239.80","-0.02%"
"Jun 10, 2019","3,255.64","3,268.75","3,270.00","3,249.96","-0.32%"
"Jun 07, 2019","3,266.25","3,291.48","3,291.65","3,265.28","-0.68%"
"Jun 06, 2019","3,288.48","3,306.00","3,307.75","3,282.47","-0.45%"
"Jun 05, 2019","3,303.50","3,292.33","3,307.86","3,283.63","0.40%"
"Jun 04, 2019","3,290.33","3,376.00","3,376.25","3,288.10","-2.43%"
"Jun 03, 2019","3,372.38","3,380.00","3,382.35","3,368.49","-0.08%"
"May 31, 2019","3,375.00","3,364.98","3,394.83","3,364.49","0.36%"
"May 30, 2019","3,362.98","3,352.80","3,366.95","3,347.65","0.38%"
"May 29, 2019","3,350.30","3,376.60","3,393.88","3,352.55","-0.72%"
"May 28, 2019","3,374.60","3,359.18","3,382.50","3,346.32","0.51%"
"May 27, 2019","3,357.43","3,359.18","3,359.24","3,359.11","0.00%"
"May 24, 2019","3,357.43","3,378.13","3,378.67","3,351.00","-0.54%"
"May 23, 2019","3,375.63","3,336.03","3,385.45","3,334.43","1.26%"
"May 22, 2019","3,333.53","3,341.05","3,351.73","3,323.26","-0.17%"
"May 21, 2019","3,339.05","3,353.03","3,365.07","3,330.75","-0.33%"
"May 20, 2019","3,350.03","3,321.53","3,364.48","3,310.15","0.90%"
"May 17, 2019","3,320.03","3,299.50","3,322.00","3,297.10","0.68%"
"May 16, 2019","3,297.50","3,284.75","3,303.13","3,279.94","0.45%"
"May 15, 2019","3,282.75","3,291.10","3,314.35","3,283.38","-0.18%"
"May 14, 2019","3,288.60","3,304.73","3,305.35","3,273.90","-0.44%"
"May 13, 2019","3,302.98","3,273.60","3,308.93","3,272.08","0.94%"
"May 10, 2019","3,272.10","3,276.90","3,288.50","3,261.61","-0.07%"
"May 09, 2019","3,274.40","3,293.30","3,318.33","3,273.10","-0.52%"
"May 08, 2019","3,291.50","3,301.15","3,310.35","3,277.78","-0.22%"
"May 07, 2019","3,298.65","3,255.25","3,302.85","3,253.34","1.40%"
"May 06, 2019","3,253.25","3,237.70","3,263.85","3,237.70","0.56%"
"May 03, 2019","3,235.20","3,257.50","3,257.67","3,236.16","-0.64%"
"May 02, 2019","3,256.00","3,232.25","3,268.81","3,231.25","0.89%"
"May 01, 2019","3,227.25","3,233.25","3,235.42","3,225.75","-0.12%"
"Apr 30, 2019","3,231.25","3,251.41","3,253.51","3,225.01","-0.53%"
"Apr 29, 2019","3,248.45","3,229.05","3,251.18","3,227.00","0.68%"
"Apr 26, 2019","3,226.55","3,234.35","3,237.35","3,215.09","-0.21%"
"Apr 25, 2019","3,233.35","3,222.03","3,248.00","3,220.27","0.44%"
"Apr 24, 2019","3,219.03","3,180.43","3,233.00","3,178.43","1.29%"
"Apr 23, 2019","3,177.93","3,156.38","3,190.45","3,150.50","0.76%"
"Apr 22, 2019","3,153.88","3,151.25","3,158.00","3,140.20","0.24%"
"Apr 19, 2019","3,146.25","3,151.25","3,156.86","3,148.50","0.00%"
"Apr 18, 2019","3,146.25","3,158.00","3,164.14","3,150.91","-0.29%"
"Apr 17, 2019","3,155.50","3,163.48","3,170.90","3,147.11","-0.17%"
"Apr 16, 2019","3,160.98","3,139.93","3,171.50","3,132.50","0.73%"
"Apr 15, 2019","3,137.93","3,115.53","3,147.35","3,110.00","0.80%"
"Apr 12, 2019","3,113.03","3,120.55","3,121.02","3,097.55","-0.16%"
"Apr 11, 2019","3,118.05","3,095.43","3,125.30","3,095.43","0.79%"
"Apr 10, 2019","3,093.68","3,102.95","3,102.95","3,092.69","-0.25%"
"Apr 09, 2019","3,101.45","3,115.25","3,118.60","3,099.63","-0.38%"
"Apr 08, 2019","3,113.25","3,124.48","3,124.48","3,112.00","-0.30%"
"Apr 05, 2019","3,122.48","3,129.68","3,132.64","3,121.07","-0.23%"
"Apr 04, 2019","3,129.68","3,123.33","3,138.88","3,123.33","0.20%"
"Apr 03, 2019","3,123.50","3,146.55","3,146.55","3,121.08","-0.72%"
"Apr 02, 2019","3,146.05","3,142.65","3,152.83","3,131.15","0.11%"
"Apr 01, 2019","3,142.65","3,188.03","3,188.74","3,138.01","-1.42%"
"Mar 29, 2019","3,188.03","3,175.45","3,189.90","3,157.59","0.40%"
"Mar 28, 2019","3,175.45","3,175.80","3,207.00","3,174.34","-0.04%"
"Mar 27, 2019","3,176.80","3,156.90","3,200.35","3,153.75","0.66%"
"Mar 26, 2019","3,155.90","3,128.63","3,160.15","3,126.85","0.77%"
"Mar 25, 2019","3,131.63","3,134.30","3,139.51","3,128.63","-0.01%"
"Mar 22, 2019","3,131.80","3,089.00","3,142.36","3,086.96","1.39%"
"Mar 21, 2019","3,089.00","3,089.00","3,091.18","3,073.00","0.03%"
"Mar 20, 2019","3,088.00","3,097.80","3,103.95","3,081.63","-0.32%"
"Mar 19, 2019","3,097.80","3,100.00","3,101.50","3,089.45","-0.07%"
"Mar 18, 2019","3,100.00","3,121.50","3,121.50","3,092.20","-0.69%"
"Mar 15, 2019","3,121.50","3,142.00","3,144.00","3,111.03","-0.65%"
"Mar 14, 2019","3,142.00","3,145.55","3,158.50","3,135.14","-0.11%"
"Mar 13, 2019","3,145.55","3,148.50","3,154.94","3,131.50","-0.09%"
"Mar 12, 2019","3,148.50","3,178.70","3,179.70","3,142.92","-0.95%"
"Mar 11, 2019","3,178.70","3,172.80","3,182.50","3,150.80","0.15%"
"Mar 08, 2019","3,173.80","3,142.50","3,176.00","3,142.50","0.98%"
"Mar 07, 2019","3,143.00","3,107.45","3,147.90","3,103.81","1.19%"
"Mar 06, 2019","3,105.95","3,098.35","3,109.40","3,096.50","0.20%"
"Mar 05, 2019","3,099.85","3,096.95","3,105.17","3,093.86","0.14%"
"Mar 04, 2019","3,095.45","3,096.15","3,099.80","3,087.00","-0.02%"
"Mar 01, 2019","3,096.15","3,081.75","3,099.05","3,078.67","0.48%"
"Feb 28, 2019","3,081.50","3,070.25","3,084.50","3,066.00","0.36%"
"Feb 27, 2019","3,070.50","3,081.00","3,084.00","3,065.15","-0.41%"
"Feb 26, 2019","3,083.00","3,105.00","3,112.74","3,082.40","-0.71%"
"Feb 25, 2019","3,105.00","3,110.00","3,118.94","3,088.30","-0.11%"
"Feb 22, 2019","3,108.50","3,124.40","3,125.00","3,105.89","-0.49%"
"Feb 21, 2019","3,123.90","3,110.90","3,127.60","3,107.70","0.42%"
"Feb 20, 2019","3,110.90","3,115.75","3,120.75","3,106.86","-0.16%"
"Feb 19, 2019","3,115.75","3,133.00","3,133.00","3,111.70","-0.58%"
"Feb 18, 2019","3,134.00","3,134.00","3,138.62","3,125.40","0.00%"
"Feb 15, 2019","3,134.00","3,151.60","3,155.70","3,133.00","-0.54%"
"Feb 14, 2019","3,151.10","3,141.00","3,164.45","3,137.85","0.32%"
"Feb 13, 2019","3,141.00","3,126.50","3,144.15","3,125.22","0.47%"
"Feb 12, 2019","3,126.25","3,138.63","3,143.50","3,120.10","-0.40%"
"Feb 11, 2019","3,138.88","3,115.55","3,143.45","3,110.50","0.73%"
"Feb 08, 2019","3,116.05","3,117.70","3,125.02","3,103.10","-0.05%"
"Feb 07, 2019","3,117.70","3,106.50","3,119.20","3,101.75","0.38%"
"Feb 06, 2019","3,106.00","3,108.99","3,119.30","3,099.15","-0.13%"
"Feb 05, 2019","3,109.99","3,088.60","3,110.99","3,081.00","0.73%"
"Feb 04, 2019","3,087.60","3,089.90","3,101.90","3,082.55","-0.07%"
"Feb 01, 2019","3,089.90","3,105.25","3,116.98","3,089.40","-0.49%"
"Jan 31, 2019","3,105.00","3,163.45","3,163.45","3,102.49","-1.84%"
"Jan 30, 2019","3,163.20","3,154.10","3,168.50","3,147.50","0.29%"
"Jan 29, 2019","3,154.10","3,158.00","3,166.00","3,147.00","-0.12%"
"Jan 28, 2019","3,158.00","3,151.99","3,175.01","3,151.99","0.19%"
"Jan 25, 2019","3,151.99","3,171.00","3,171.00","3,137.18","-0.60%"
"Jan 24, 2019","3,171.00","3,152.65","3,173.53","3,149.65","0.61%"
"Jan 23, 2019","3,151.90","3,144.49","3,154.20","3,137.12","0.19%"
"Jan 22, 2019","3,145.99","3,126.50","3,146.00","3,123.38","0.62%"
"Jan 21, 2019","3,126.50","3,124.00","3,131.00","3,124.00","0.08%"
"Jan 18, 2019","3,124.00","3,132.55","3,134.30","3,110.06","-0.27%"
"Jan 17, 2019","3,132.55","3,117.85","3,150.25","3,117.85","0.48%"
"Jan 16, 2019","3,117.60","3,141.28","3,142.78","3,113.00","-0.75%"
"Jan 15, 2019","3,141.28","3,139.60","3,151.80","3,127.10","0.05%"
"Jan 14, 2019","3,139.60","3,138.15","3,158.78","3,132.40","0.01%"
"Jan 11, 2019","3,139.15","3,138.40","3,164.70","3,136.17","0.05%"
"Jan 10, 2019","3,137.65","3,136.00","3,147.80","3,118.01","0.05%"
"Jan 09, 2019","3,136.00","3,151.20","3,151.20","3,117.01","-0.48%"
"Jan 08, 2019","3,151.20","3,181.25","3,184.19","3,147.00","-0.97%"
"Jan 07, 2019","3,181.99","3,193.65","3,194.65","3,181.99","-0.35%"
"Jan 04, 2019","3,193.15","3,244.50","3,245.50","3,189.96","-1.58%"
"Jan 03, 2019","3,244.50","3,239.00","3,260.25","3,225.27","0.17%"
"Jan 02, 2019","3,239.00","3,246.50","3,265.49","3,235.08","-0.26%"
"Jan 01, 2019","3,247.50","3,247.50","3,248.50","3,247.50","0.00%"
"Dec 31, 2018","3,247.50","3,247.50","3,247.50","3,247.50","0.00%"
"Dec 28, 2018","3,247.50","3,274.50","3,282.50","3,239.50","-0.85%"
"Dec 27, 2018","3,275.50","3,285.00","3,285.00","3,265.50","-0.29%"
"Dec 26, 2018","3,285.00","3,294.00","3,303.50","3,281.00","-0.30%"
"Dec 25, 2018","3,295.00","3,295.00","3,295.00","3,295.00","0.00%"
"Dec 24, 2018","3,295.00","3,295.50","3,297.00","3,280.55","0.03%"
"Dec 21, 2018","3,294.00","3,270.00","3,297.30","3,263.40","0.73%"
"Dec 20, 2018","3,270.00","3,219.27","3,270.00","3,218.50","1.59%"
"Dec 19, 2018","3,218.77","3,205.06","3,221.75","3,202.97","0.39%"
"Dec 18, 2018","3,206.18","3,180.88","3,209.30","3,177.70","0.82%"
"Dec 17, 2018","3,180.00","3,195.10","3,197.00","3,174.93","-0.47%"
"Dec 14, 2018","3,195.10","3,179.75","3,205.00","3,177.82","0.48%"
"Dec 13, 2018","3,179.75","3,169.50","3,182.03","3,168.75","0.32%"
"Dec 12, 2018","3,169.50","3,186.25","3,186.75","3,161.50","-0.52%"
"Dec 11, 2018","3,186.00","3,191.30","3,192.55","3,175.65","-0.17%"
"Dec 10, 2018","3,191.30","3,146.60","3,192.78","3,141.15","1.36%"
"Dec 07, 2018","3,148.50","3,187.65","3,189.15","3,140.05","-1.19%"
"Dec 06, 2018","3,186.50","3,161.50","3,195.31","3,157.82","0.84%"
"Dec 05, 2018","3,159.86","3,178.22","3,184.52","3,154.77","-0.51%"
"Dec 04, 2018","3,176.20","3,189.00","3,189.08","3,164.15","-0.40%"
"Dec 03, 2018","3,189.00","3,234.50","3,235.50","3,186.81","-1.39%"
"Nov 30, 2018","3,234.00","3,237.95","3,251.00","3,227.00","-0.15%"
"Nov 29, 2018","3,238.95","3,268.50","3,270.53","3,230.55","-0.98%"
"Nov 28, 2018","3,271.00","3,266.90","3,296.39","3,258.50","0.23%"
"Nov 27, 2018","3,263.40","3,244.00","3,266.01","3,229.10","0.57%"
"Nov 26, 2018","3,244.75","3,228.00","3,248.73","3,221.60","0.52%"
"Nov 23, 2018","3,228.00","3,189.50","3,238.60","3,189.50","1.16%"
"Nov 22, 2018","3,191.00","3,194.03","3,196.16","3,191.00","-0.06%"
"Nov 21, 2018","3,192.91","3,198.72","3,204.72","3,189.45","-0.15%"
"Nov 20, 2018","3,197.60","3,175.20","3,200.00","3,174.50","0.68%"
"Nov 19, 2018","3,175.95","3,168.35","3,184.99","3,166.89","0.24%"
"Nov 16, 2018","3,168.35","3,190.00","3,192.50","3,164.39","-0.68%"
"Nov 15, 2018","3,190.00","3,204.20","3,210.35","3,185.00","-0.44%"
"Nov 14, 2018","3,204.20","3,188.31","3,205.20","3,184.15","0.50%"
"Nov 13, 2018","3,188.31","3,176.50","3,206.25","3,176.35","0.32%"
"Nov 12, 2018","3,178.00","3,182.25","3,182.75","3,175.00","-0.06%"
"Nov 09, 2018","3,180.00","3,152.58","3,185.30","3,150.30","0.86%"
"Nov 08, 2018","3,152.95","3,129.01","3,160.01","3,127.88","0.77%"
"Nov 07, 2018","3,129.01","3,148.51","3,150.28","3,127.53","-0.59%"
"Nov 06, 2018","3,147.50","3,181.63","3,185.77","3,144.90","-1.08%"
"Nov 05, 2018","3,182.00","3,187.13","3,187.50","3,181.75","-0.13%"
"Nov 02, 2018","3,186.26","3,193.47","3,196.72","3,167.05","-0.25%"
"Nov 01, 2018","3,194.10","3,218.88","3,221.76","3,182.05","-0.79%"
